Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
HOG,"Harley-Davidson, Inc.",46.61,7844237920,n/a,n/a,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/hog
HMY,Harmony Gold Mining Company Limited,2.11,938378700.6,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hmy
HRS,Harris Corporation,158.8,18854292716,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hrs
HSC,Harsco Corporation,20.1,1616932943,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hsc
HHS,"Harte-Hanks, Inc.",9.13,5709682.88,n/a,1993,Technology,Advertising,https://www.nasdaq.com/symbol/hhs
HGH,"Hartford Financial Services Group, Inc. (The)",29.34,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hgh
HIG,"Hartford Financial Services Group, Inc. (The)",54.04,19281472000,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hig
HIG.WS,"Hartford Financial Services Group, Inc. (The)",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hig.ws
HVT,"Haverty Furniture Companies, Inc.",20.95,444547268,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hvt
HVT.A,"Haverty Furniture Companies, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hvt.a
HE,"Hawaiian Electric Industries, Inc.",33.8,3676966056,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/he
HE^U,"Hawaiian Electric Industries, Inc.",26.5857,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/he^u
HCHC,"HC2 Holdings, Inc.",5.27,226898416.6,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/hchc
HCA,"HCA Healthcare, Inc.",100.84,35303277280,n/a,2011,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hca
HCI,"HCI Group, Inc.",35.57,347944032.6,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hci
HCP,"HCP, Inc.",22.36,10496756369,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hcp
HDB,HDFC Bank Limited,99.34,84854430443,n/a,2001,Finance,Commercial Banks,https://www.nasdaq.com/symbol/hdb
HR,Healthcare Realty Trust Incorporated,27.5,3441468993,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hr
HTA,"Healthcare Trust of America, Inc.",26.1,5351748520,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hta
HL,Hecla Mining Company,3.79,1513716309,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hl
HL^B,Hecla Mining Company,55.4,0,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hl^b
HEI,Heico Corporation,80.74,10661352055,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/hei
HEI.A,Heico Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hei.a
HLX,"Helix Energy Solutions Group, Inc.",6.6,974954633.4,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/hlx
HP,"Helmerich & Payne, Inc.",66.86,7278835050,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hp
HLF,Herbalife LTD.,85.63,7466695893,n/a,2004,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/hlf
HRI,Herc Holdings Inc.,65.24,1850911318,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/hri
HTGC,"Hercules Capital, Inc.",12.32,1036883984,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/htgc
HTGX,"Hercules Capital, Inc.",25.21,0,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/htgx
HRTG,"Heritage Insurance Holdings, Inc.",16.98,440369287.3,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hrtg
HT,Hersha Hospitality Trust,17.45,726094046.3,n/a,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ht
HT^C,Hersha Hospitality Trust,24.35,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^c
HT^D,Hersha Hospitality Trust,22.87,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^d
HT^E,Hersha Hospitality Trust,22.8,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ht^e
HSY,Hershey Company (The),96.95,20426918642,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/hsy
HTZ,"Hertz Global Holdings, Inc",20.66,1729693297,n/a,2016,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/htz
HES,Hess Corporation,47.87,15210885129,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hes
HES^A,Hess Corporation,56.97,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hes^a
HESM,Hess Midstream Partners LP,20.8,1134833606,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hesm
HPE,Hewlett Packard Enterprise Company,18.14,28417427986,n/a,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe
HXL,Hexcel Corporation,67.38,6053592906,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hxl
HF,"HFF, Inc.",47.03,1814395954,n/a,2007,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/hf
HCLP,Hi-Crush Partners LP,12.3,1096301423,n/a,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/hclp
HFRO,Highland Floating Rate Opportunities Fund,16.24,1164886528,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/hfro
HIW,"Highwoods Properties, Inc.",44.17,4622301718,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hiw
HIL,"Hill International, Inc.",5.75,298299736.3,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/hil
HI,Hillenbrand Inc,45.15,2845853984,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/hi
HRC,Hill-Rom Holdings Inc,84.06,5562564837,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hrc
HTH,Hilltop Holdings Inc.,24.99,2398736122,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hth
HGV,Hilton Grand Vacations Inc.,44.06,4365860150,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hgv
HLT,Hilton Worldwide Holdings Inc.,83.81,26493859218,n/a,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hlt
HNI,HNI Corporation,39.36,1709293254,n/a,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/hni
HMLP,Hoegh LNG Partners LP,17.25,568027009.5,n/a,2014,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hmlp
HMLP^A,Hoegh LNG Partners LP,25.63,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hmlp^a
HEP,"Holly Energy Partners, L.P.",30.99,2107907415,n/a,2004,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/hep
HFC,HollyFrontier Corporation,45,7977287745,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/hfc
HD,"Home Depot, Inc. (The)",188.35,2.19945E+11,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/hd
HMC,"Honda Motor Company, Ltd.",36.18,64338099668,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/hmc
HON,Honeywell International Inc.,155.12,1.16651E+11,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hon
HMN,Horace Mann Educators Corporation,42.1,1714222453,n/a,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hmn
HZN,Horizon Global Corporation,8.39,209229618.6,n/a,2015,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/hzn
HTFA,Horizon Technology Finance Corporation,25.59,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/htfa
HRL,Hormel Foods Corporation,32.64,17285654596,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/hrl
HOS,Hornbeck Offshore Services,3.9,144496622.4,n/a,2004,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/hos
HST,"Host Hotels & Resorts, Inc.",19.21,14217094168,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hst
HLI,"Houlihan Lokey, Inc.",46.59,3069366578,n/a,2015,Finance,Investment Managers,https://www.nasdaq.com/symbol/hli
HOV,Hovnanian Enterprises Inc,2.27,335035921.6,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/hov
HHC,Howard Hughes Corporation (The),121.68,5222183635,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hhc
HPQ,HP Inc.,22.13,36408904204,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq
HRG,"HRG Group, Inc.",15.9,3209301728,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/hrg
HSBC,HSBC Holdings plc,51.23,2.04877E+11,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsbc
HSBC^A,HSBC Holdings plc,26.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hsbc^a
HSEA,HSBC Holdings plc,26.77,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hsea
HSEB,HSBC Holdings plc,26.71,0,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hseb
HMI,Huami Corporation,11.05,656746981.8,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hmi
HNP,"Huaneng Power International, Inc.",24.25,9215232461,n/a,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/hnp
HUBB,Hubbell Inc,134.52,7374779602,n/a,2015,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/hubb
HUBS,"HubSpot, Inc.",111.25,4211724416,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs
HBM,Hudbay Minerals Inc.,8.1,2116296623,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/hbm
HBM.WS,Hudbay Minerals Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hbm.ws
HUD,Hudson Ltd.,16.76,889843959.4,n/a,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/hud
HPP,"Hudson Pacific Properties, Inc.",31.66,4960458786,n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/hpp
HGT,Hugoton Royalty Trust,0.9067,36268000,n/a,1999,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/hgt
HUM,Humana Inc.,271.19,37338612368,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/hum
HII,"Huntington Ingalls Industries, Inc.",265.02,11869126356,n/a,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/hii
HUN,Huntsman Corporation,33.64,8073872585,n/a,2005,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/hun
H,Hyatt Hotels Corporation,79.94,9490600067,n/a,2009,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/h
HY,"Hyster-Yale Materials Handling, Inc.",80.02,1317314846,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/hy
IAG,Iamgold Corporation,5.43,2532712038,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/iag
IBN,ICICI Bank Limited,10.03,32207893807,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ibn
IDA,"IDACORP, Inc.",84.98,4282400369,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ida
IEX,IDEX Corporation,140.24,10714594743,n/a,1989,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/iex
IDT,IDT Corporation,11.05,274491735.1,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/idt
ITW,Illinois Tool Works Inc.,163.96,55999836087,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
IMAX,Imax Corporation,23.2,1502315095,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/imax
ICD,"Independence Contract Drilling, Inc.",4.37,165979303.6,n/a,2014,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/icd
IHC,Independence Holding Company,29.25,434723620.5,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/ihc
IRT,"Independence Realty Trust, Inc.",8.67,734423137.2,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irt
IFN,"India Fund, Inc. (The)",25.99,738209823.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifn
IBA,"Industrias Bachoco, S.A. de C.V.",58.41,2920500000,n/a,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba
INFY,Infosys Limited,17.96,39032220188,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
HIFR,"InfraREIT, Inc.",19.64,860171410.6,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hifr
ING,"ING Group, N.V.",18.21,70761538807,n/a,1997,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ing
ISF,"ING Group, N.V.",25.9599,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isf
ISG,"ING Group, N.V.",25.58,0,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/isg
IR,Ingersoll-Rand plc (Ireland),90.15,22527520305,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ir
NGVT,Ingevity Corporation,81.25,3421881206,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ngvt
INGR,Ingredion Incorporated,128.73,9268092839,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ingr
IIPR,"Innovative Industrial Properties, Inc.",25.89,91276851.96,n/a,2016,Finance,Real Estate,https://www.nasdaq.com/symbol/iipr
IIPR^A,"Innovative Industrial Properties, Inc.",27.1288,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iipr^a
IPHI,Inphi Corporation,26.31,1119057727,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi
INSI,Insight Select Income Fund,19.9,213129696.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/insi
NSP,"Insperity, Inc.",66.75,2769080830,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp
IBP,"Installed Building Products, Inc.",66.55,2120453435,n/a,2014,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/ibp
INST,"Instructure, Inc.",43.5,1350504263,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inst
ITGR,Integer Holdings Corporation,52.55,1664249567,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr
I,Intelsat S.A.,3.95,470050000,n/a,2013,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/i
ICE,Intercontinental Exchange Inc.,72.48,42204691371,n/a,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ice
IHG,Intercontinental Hotels Group,65.16,12379760129,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ihg
IFF,"Internationa Flavors & Fragrances, Inc.",145.82,11516449180,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/iff
IBM,International Business Machines Corporation,155.52,1.43979E+11,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm
IGT,International Game Technology,26.97,5459537100,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/igt
IP,International Paper Company,59.5,24569228495,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ip
INSW,"International Seaways, Inc.",16.43,477946482,n/a,2016,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/insw
IPG,"Interpublic Group of Companies, Inc. (The)",24.24,9419872294,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg
IPL^D,Interstate Power and Light Company,24.547,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipl^d
INXN,InterXion Holding N.V.,57.36,4091316720,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn
IPI,"Intrepid Potash, Inc",3.88,507391902.9,n/a,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/ipi
XON,Intrexon Corporation,13.29,1712130566,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/xon
IVC,Invacare Corporation,17.85,586130329.1,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ivc
VBF,Invesco Bond Fund,18.4397,209789739.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbf
VCV,Invesco California Value Municipal Income Trust,11.88,568640167.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vcv
VTA,Invesco Credit Opportunities Fund,11.67,864680294.3,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/vta
IHIT,Invesco High Income 2023 Target Term Fund,9.79,234386433.3,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/ihit
IHTA,Invesco High Income 2024 Target Term Fund,9.51,77031000,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ihta
VLT,Invesco High Income Trust II,14.06,114145111.7,n/a,1989,n/a,n/a,https://www.nasdaq.com/symbol/vlt
IVR,INVESCO MORTGAGE CAPITAL INC,16.14,1801613926,n/a,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ivr
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.67,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^b
IVR^C,INVESCO MORTGAGE CAPITAL INC,24.62,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^c
IVR^A,Invesco Mortgage Capital Inc.,24.9,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivr^a
OIA,Invesco Municipal Income Opportunities Trust,7.4869,355293130.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oia
VMO,Invesco Municipal Opportunity Trust,11.8,795491418.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vmo
VKQ,Invesco Municipal Trust,11.84,654991487.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vkq
VPV,Invesco Pennsylvania Value Municipal Income Trust,11.79,280950323.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vpv
IVZ,Invesco Plc,33.19,13510936411,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ivz
IQI,Invesco Quality Municipal Income Trust,12,634605564,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iqi
VVR,Invesco Senior Income Trust,4.39,790358742.4,n/a,1998,n/a,n/a,https://www.nasdaq.com/symbol/vvr
VTN,Invesco Trust  for Investment Grade New York Municipal,13.05,254184676.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vtn
VGM,Invesco Trust for Investment Grade Municipals,12.5,677816200,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vgm
IIM,Invesco Value Municipal Income Trust,14.5,682319511,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iim
ITG,"Investment Technology Group, Inc.",19.74,643544016.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/itg
IRET,Investors Real Estate Trust,4.8,576178478.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iret
IRET^C,Investors Real Estate Trust,23.1798,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iret^c
NVTA,Invitae Corporation,6.53,345732880.8,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/nvta
INVH,Invitation Homes Inc.,21.95,11381498986,n/a,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/invh
IO,Ion Geophysical Corporation,27.5,330610527.5,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/io
IQV,"IQVIA Holdings, Inc.",99.78,20779331477,n/a,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/iqv
IRM,Iron Mountain Incorporated,31.96,9118557106,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/irm
IRS,IRSA Inversiones Y Representaciones S.A.,27.33,1581522765,n/a,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/irs
ICL,Israel Chemicals Shs,4.43,5654407288,n/a,2014,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/icl
STAR          ,iStar Financial Inc.,10.4,709280156,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/star
STAR^D,iStar Financial Inc.,25.36,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^d
STAR^G,iStar Financial Inc.,24.92,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^g
STAR^I,iStar Financial Inc.,24.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/star^i
ITCB,Ita? CorpBanca,15.33,5236797077,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itcb
ITUB,Itau Unibanco Banco Holding SA,16.35,1.05697E+11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/itub
ITT,ITT Inc.,52.67,4645494000,n/a,2011,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/itt
IVH,Ivy High Income Opportunities Fund,14.25,236081004,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/ivh
JPM,J P Morgan Chase & Co,117.31,4.01822E+11,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm
JPM.WS,J P Morgan Chase & Co,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm.ws
JPM^A,J P Morgan Chase & Co,25.13,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^a
JPM^B,J P Morgan Chase & Co,26.07,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^b
JPM^E,J P Morgan Chase & Co,25.984,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^e
JPM^F,J P Morgan Chase & Co,26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^f
JPM^G,J P Morgan Chase & Co,25.98,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jpm^g
JPM^H,J P Morgan Chase & Co,26.311,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/jpm^h
JAX,"J. Alexander&#39;s Holdings, Inc.",10.15,149156036.4,n/a,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jax
JILL,"J. Jill, Inc.",8.47,370545085.7,n/a,2017,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jill
JCP,"J.C. Penney Company, Inc. Holding Company",4.06,1264980436,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),124.55,14148575351,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,26.61,4663020913,n/a,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,62.35,8833209545,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/jec
JAG,Jagged Peak Energy Inc.,12.95,2757451982,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jag
JHX,James Hardie Industries plc.,18.23,8048984671,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,35.64,7142474758,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,12.46,353040306.8,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/jof
JBGS,JBG SMITH Properties,32.74,3861915683,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jbgs
JELD,"JELD-WEN Holding, Inc.",33.83,3566160458,n/a,2017,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/jeld
JCAP,"Jernigan Capital, Inc.",17.44,248903104.5,n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/jcap
JCAP^B,"Jernigan Capital, Inc.",24.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jcap^b
JT,Jianpu Technology Inc.,7.43,3078184731,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,17.83,580304415.9,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,5.3,113742160.5,n/a,2007,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.6294,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpb
JMPD,JMP Group LLC,24.75,0,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jmpd
JBT,John Bean Technologies Corporation,121.15,3824432913,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,39.2,730527672,n/a,1994,n/a,n/a,https://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,16.94,206747092.9,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,14.49,168759016.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,17.01,148106495.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,19.9,423225160.4,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,20.17,524485633.2,n/a,2002,n/a,n/a,https://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,17.3,546281840.5,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/hps
